model,threshold,raw_threshold,precision,recall,f1_score,false_positive_rate,false_negative_rate,tp,fp,fn,tn
Gateway-Tier (Reconstruction MSE),0.7128282828282828,134490.82688305053,1.0,0.010471204188481676,0.020725388580525653,0.0,0.9895287958115183,12,0,1134,1616
Gateway-Tier (Reconstruction MSE),0.7227272727272727,136358.4903425866,1.0,0.010471204188481676,0.020725388580525653,0.0,0.9895287958115183,12,0,1134,1616
Gateway-Tier (Reconstruction MSE),0.7326262626262626,138226.1538021227,1.0,0.010471204188481676,0.020725388580525653,0.0,0.9895287958115183,12,0,1134,1616
Gateway-Tier (Reconstruction MSE),0.7425252525252525,140093.81726165873,1.0,0.009598603839441536,0.019014693153162628,0.0,0.9904013961605584,11,0,1135,1616
Gateway-Tier (Reconstruction MSE),0.7524242424242424,141961.48072119482,1.0,0.009598603839441536,0.019014693153162628,0.0,0.9904013961605584,11,0,1135,1616
Gateway-Tier (Reconstruction MSE),0.7623232323232323,143829.1441807309,1.0,0.008726003490401396,0.01730103804513236,0.0,0.9912739965095986,10,0,1136,1616
Gateway-Tier (Reconstruction MSE),0.7722222222222221,145696.80764026695,1.0,0.008726003490401396,0.01730103804513236,0.0,0.9912739965095986,10,0,1136,1616
Gateway-Tier (Reconstruction MSE),0.7821212121212121,147564.47109980302,1.0,0.008726003490401396,0.01730103804513236,0.0,0.9912739965095986,10,0,1136,1616
Gateway-Tier (Reconstruction MSE),0.792020202020202,149432.1345593391,1.0,0.008726003490401396,0.01730103804513236,0.0,0.9912739965095986,10,0,1136,1616
Gateway-Tier (Reconstruction MSE),0.8019191919191919,151299.79801887515,1.0,0.008726003490401396,0.01730103804513236,0.0,0.9912739965095986,10,0,1136,1616
Gateway-Tier (Reconstruction MSE),0.8118181818181818,153167.46147841122,1.0,0.007853403141361256,0.015584415568952603,0.0,0.9921465968586387,9,0,1137,1616
Gateway-Tier (Reconstruction MSE),0.8217171717171717,155035.12493794732,1.0,0.007853403141361256,0.015584415568952603,0.0,0.9921465968586387,9,0,1137,1616
Gateway-Tier (Reconstruction MSE),0.8316161616161616,156902.78839748338,1.0,0.007853403141361256,0.015584415568952603,0.0,0.9921465968586387,9,0,1137,1616
Gateway-Tier (Reconstruction MSE),0.8415151515151514,158770.45185701942,1.0,0.006980802792321117,0.01386481801049473,0.0,0.9930191972076788,8,0,1138,1616
Gateway-Tier (Reconstruction MSE),0.8514141414141414,160638.11531655552,1.0,0.006980802792321117,0.01386481801049473,0.0,0.9930191972076788,8,0,1138,1616
Gateway-Tier (Reconstruction MSE),0.8613131313131313,162505.77877609158,1.0,0.006108202443280977,0.012142237628868164,0.0,0.993891797556719,7,0,1139,1616
Gateway-Tier (Reconstruction MSE),0.8712121212121212,164373.44223562765,1.0,0.006108202443280977,0.012142237628868164,0.0,0.993891797556719,7,0,1139,1616
Gateway-Tier (Reconstruction MSE),0.8811111111111111,166241.10569516371,1.0,0.006108202443280977,0.012142237628868164,0.0,0.993891797556719,7,0,1139,1616
Gateway-Tier (Reconstruction MSE),0.891010101010101,168108.7691546998,1.0,0.005235602094240838,0.010416666656304254,0.0,0.9947643979057592,6,0,1140,1616
Gateway-Tier (Reconstruction MSE),0.9009090909090909,169976.43261423588,1.0,0.005235602094240838,0.010416666656304254,0.0,0.9947643979057592,6,0,1140,1616
Gateway-Tier (Reconstruction MSE),0.9108080808080807,171844.0960737719,1.0,0.005235602094240838,0.010416666656304254,0.0,0.9947643979057592,6,0,1140,1616
Gateway-Tier (Reconstruction MSE),0.9207070707070707,173711.759533308,1.0,0.004363001745200698,0.008688097298039477,0.0,0.9956369982547993,5,0,1141,1616
Gateway-Tier (Reconstruction MSE),0.9306060606060605,175579.42299284408,1.0,0.0034904013961605585,0.00695652173219811,0.0,0.9965095986038395,4,0,1142,1616
Gateway-Tier (Reconstruction MSE),0.9405050505050505,177447.08645238014,1.0,0.0034904013961605585,0.00695652173219811,0.0,0.9965095986038395,4,0,1142,1616
Gateway-Tier (Reconstruction MSE),0.9504040404040404,179314.7499119162,1.0,0.0034904013961605585,0.00695652173219811,0.0,0.9965095986038395,4,0,1142,1616
Gateway-Tier (Reconstruction MSE),0.9603030303030302,181182.41337145228,1.0,0.0034904013961605585,0.00695652173219811,0.0,0.9965095986038395,4,0,1142,1616
Gateway-Tier (Reconstruction MSE),0.9702020202020202,183050.07683098834,1.0,0.002617801047120419,0.005221932109674208,0.0,0.9973821989528796,3,0,1143,1616
Gateway-Tier (Reconstruction MSE),0.98010101010101,184917.7402905244,1.0,0.002617801047120419,0.005221932109674208,0.0,0.9973821989528796,3,0,1143,1616
Gateway-Tier (Reconstruction MSE),0.99,186785.4037500605,1.0,0.0017452006980802793,0.0034843205540130385,0.0,0.9982547993019197,2,0,1144,1616
